name,phone,principal_contact,url,address,accreditation
"MedNet Medical Billing and Collection Services, Inc.",+15053410070,"Ms. Jen Jaciw, Business Manager",https://www.bbb.org/us/nm/albuquerque/profile/medical-billing/mednet-medical-billing-and-collection-services-inc-0806-99149950,"7801 Academy Rd NE Bldg 2 Ste 102 Albuquerque, NM 87109-3379",Not Accredited
Renaissance Medical Billing,+14238772312,"Mr. Durie Andrews, Director of Business Development",https://www.bbb.org/us/tn/chattanooga/profile/billing-services/renaissance-medical-billing-0483-40035843/addressId/26756,"3917 Volunteer Dr STE 5 Chattanooga, TN 37416-3876",Not Accredited
G & P Billing Services LLC,+14192247056,"Ms. Valerie Kline, President/Manager",https://www.bbb.org/us/oh/lima/profile/medical-billing/g-p-billing-services-llc-0422-8004351,"PO Box 397 Lima, OH 45802-0397",Not Accredited
"Professional Billing, Inc",+18776966589,"Mr. Daniel Crocker, President",https://www.bbb.org/us/oh/powell/profile/medical-business-administration/professional-billing-inc-0302-70075862,"PO Box 1026 Powell, OH 43065-1026",Not Accredited
Mercy Physician Billing,+13125676691,"Ms. Eleanor L. Copp, Managed Care Physician Services",https://www.bbb.org/us/il/chicago/profile/billing-services/mercy-physician-billing-0654-33002223,"2525 S Michigan Ave # B-522 Chicago, IL 60616-2333",Not Accredited
On Point Medical Billing,+12482813508,"Ms. Sophia Hooper, Owner",https://www.bbb.org/us/mi/southfield/profile/billing-services/on-point-medical-billing-0372-90031304,"29200 Southfield Rd., S. 202A Southfield, MI 48076",Not Accredited
CF Medical Billing LLC,+13525368140,"Theresa Stone, Owner",https://www.bbb.org/us/fl/clermont/profile/medical-billing/cf-medical-billing-llc-0733-90337120,"3705 S Highway 27 STE 203 Clermont, FL 34711-7950",Accredited
Avedis Medical Billing Solutions,+16617062911,"Ms. Tambra A. Head, Owner",https://www.bbb.org/us/ca/bakersfield/profile/medical-billing/avedis-medical-billing-solutions-1126-89043575,"Bakersfield, CA 93314-3703",Not Accredited
Eastern Medical Billing LLC,+12522694807,,https://www.bbb.org/us/nc/havelock/profile/medical-billing/eastern-medical-billing-llc-0593-90363629,"Havelock, NC 28532-2367",Accredited
Cardinal Medical Billing LLC,+13608636186,"Ms. Krystee Nixon, CEO",https://www.bbb.org/us/wa/snohomish/profile/medical-billing/cardinal-medical-billing-llc-1296-1000105223,"Snohomish, WA 98290-7214",Not Accredited
Independent Medical Billing LLC,+16023495869,"Ms. Christina Miller, Owner",https://www.bbb.org/us/az/phoenix/profile/medical-billing/independent-medical-billing-llc-1126-1000091289,"Phoenix, AZ 85033-1856",Not Accredited
Online Medical Billing Solutions,+19099499622,"Ms. Michele Shamell, Owner",https://www.bbb.org/us/ca/upland/profile/medical-billing/online-medical-billing-solutions-1126-89082695,"876 N Mountain Ave STE 200T Upland, CA 91786-4166",Not Accredited
Providers Medical Billing LLC,+19549903693,"Yadira Martinez, Managing Member",https://www.bbb.org/us/fl/hialeah/profile/medical-billing/providers-medical-billing-llc-0633-90614276,"9326 W 33rd Ln Hialeah, FL 33018-2068",Not Accredited
Transcend Medical Billing LLC,+14256540001,"Ms. Sally Thompson, Owner",https://www.bbb.org/us/wa/issaquah/profile/medical-billing/transcend-medical-billing-llc-1296-22713295,"22510 SE 64th Pl Ste 130 Issaquah, WA 98027",Not Accredited
Efficient Medical Billing Service,+15033842988,"Mr. David Waite, Member",https://www.bbb.org/us/or/portland/profile/medical-billing/efficient-medical-billing-service-1296-1000098926,"6635 N Baltimore Ave # 236 Portland, OR 97203-5454",Not Accredited
Premier Medical Billing LLC,+15038108166,"Ms. Loubna Ezat Agha, Owner",https://www.bbb.org/us/or/west-linn/profile/medical-billing/premier-medical-billing-llc-1296-1000112835,"West Linn, OR 97068-9277",Not Accredited
West Medical Billing Services,+15412669038,"Ms. Joy M West, Registered Agent",https://www.bbb.org/us/or/coos-bay/profile/medical-billing/west-medical-billing-services-1296-1000040336,"96772 FOX TROT LANE Coos Bay, OR 97420",Not Accredited
Carolina Medical Billing Inc,+17047085054,"Mr. Matthew Pomponio, President",https://www.bbb.org/us/nc/matthews/profile/medical-billing/carolina-medical-billing-inc-0473-104763,"317 Matthews Mint Hill Rd Ste 210 Matthews, NC 28105-2895",Not Accredited
Vista Medical Billing LLC,+17203895995,"Mr. Scott Klohs, Registered Agent",https://www.bbb.org/us/co/aurora/profile/medical-billing/vista-medical-billing-llc-1296-90266739,"2851 S Parker Rd #1-0730 Aurora, CO 80014",Not Accredited
BC Medical Billing LLC,+18446071980,"Ms. Belinda Caballero, Managing Member",https://www.bbb.org/us/fl/hollywood/profile/medical-billing/bc-medical-billing-llc-0633-92024085,"2001 Tyler St Ste 211 Hollywood, FL 33020-4578",Not Accredited
RPM Medical Billing LLC,+18555776633,"Mr. Joshua Ostler, Member",https://www.bbb.org/us/co/greenwood-village/profile/medical-billing/rpm-medical-billing-llc-1296-1000139565,"5600 Greenwood Plaza Blvd Ste 150 Greenwood Village, CO 80111",Not Accredited
Valley View Medical Billing,+18888536043,"Ms. Lindsey Weatherford, Owner",https://www.bbb.org/us/ca/menifee/profile/medical-billing/valley-view-medical-billing-1126-850022097,"30141 Antelope Rd Ste D340 Menifee, CA 92584-7001",Not Accredited
Cherry Medical Billing Solutions,+15039834722,"Ms. Sheryl Lynn Abid, Owner",https://www.bbb.org/us/or/salem/profile/billing-services/cherry-medical-billing-solutions-1296-1000140923,"Salem, OR 97306-1959",Accredited
Advanced Medical Billing Company,+17322864646,"Ms. Elena Hammer, Owner",https://www.bbb.org/us/nj/toms-river/profile/medical-billing/advanced-medical-billing-company-0221-90080955,"231 Azalea Ct Toms River, NJ 08753-1330",Not Accredited
Professional Medical Billing Group,+17346419991,"Ms. Debbie Magill, President",https://www.bbb.org/us/mi/westland/profile/medical-billing/professional-medical-billing-group-0372-49004482,"1515 S Wayne Rd Westland, MI 48186-5436",Accredited
"Medical Billing Specialists, LLC",+13177533289,"Ms. Maria Tabares, President",https://www.bbb.org/us/in/indianapolis/profile/billing-services/medical-billing-specialists-llc-0382-90005320,"P O Box 1321 Indianapolis, IN 46204",Not Accredited
Indiana Preferred Medical Billing,+17652133238,"Ms. Jill McCarthy, President",https://www.bbb.org/us/in/muncie/profile/medical-billing/indiana-preferred-medical-billing-0382-13000631,"PO Box 112 Muncie, IN 47308-0112",Not Accredited
Elite Medical Billing LLC,+18662898072,"Mr. Forrest Vance, Owner",https://www.bbb.org/us/sc/greenville/profile/medical-billing/elite-medical-billing-llc-0673-90001934,"1200 Woodruff Rd Ste G22 Greenville, SC 29607-5735",Accredited
AMBS Medical Billing Services,+13043637000,"Mr. Bryan K Towns, President",https://www.bbb.org/us/wv/fairmont/profile/medical-billing/ambs-medical-billing-services-0282-92005432,"100 Avery Olivia Way Ste C Fairmont, WV 26554-9375",Not Accredited
Genesis Medical Billing Services,+18008795015,"Ms. Susan Sabadach, President",https://www.bbb.org/us/tx/fort-worth/profile/medical-billing/genesis-medical-billing-services-0825-235971772/addressId/237886,"6421 Camp Bowie Blvd Fort Worth, TX 76116-5401",Accredited
Skyline Medical Billing Management,+19282271167,"Ms. Jennifer Moran, Owner",https://www.bbb.org/us/az/dewey/profile/medical-billing/skyline-medical-billing-management-1126-1000061790,"Dewey, AZ 86327-8236",Not Accredited
"Medical Billing Solutions, Inc",+12064310138,"Ms. Beth Colombo, Member",https://www.bbb.org/us/wa/tukwila/profile/medical-billing/medical-billing-solutions-inc-1296-1000074592,"625 Andover Park W Ste 101 Tukwila, WA 98188-3332",Not Accredited
Vision Medical Billing Services,+19195216480,"Ms. Gwendolyn Thompson, Owner",https://www.bbb.org/us/nc/raleigh/profile/medical-billing/vision-medical-billing-services-0593-90155722,"6325 Falls of Neuse Rd 35-315 Raleigh, NC 27615-6877",Not Accredited
Coastal Medical Billing LLC,+13614528360,"Mrs. Tricia R Molina, Executive Director/CEO",https://www.bbb.org/us/tx/corpus-christi/profile/medical-billing/coastal-medical-billing-llc-0825-1000210070,"5151 Flynn Pkwy Ste 115 Corpus Christi, TX 78411-4318",Not Accredited
Advanced Medical Billing Services,+12103630381,"Ms. Dana Cooper, President",https://www.bbb.org/us/tx/boerne/profile/medical-billing/advanced-medical-billing-services-0825-1000190255,"Boerne, TX 78006-1415",Not Accredited
Dynamic Medical Billing Service,+13033463414,"Mr. Bob Tulper, Co-Owner",https://www.bbb.org/us/co/littleton/profile/medical-billing/dynamic-medical-billing-service-1296-46001497,"PO Box 631248 Littleton, CO 80163-1248",Not Accredited
"Medical Billing Concepts, Inc.",+18004369305,"Mr. Dana Thompson, President",https://www.bbb.org/us/fl/boynton-beach/profile/medical-billing/medical-billing-concepts-inc-0633-4002981,"211 S Federal Hwy 7 & 8 Boynton Beach, FL 33435",Not Accredited
Lauren Wadsworth Medical Billing,+19723834489,"Ms. Lauren Wadswroth, Owner/Operator",https://www.bbb.org/us/tx/murphy/profile/medical-billing/lauren-wadsworth-medical-billing-0875-91339777,"120 E FM 544 Ste. 72, PMB 460 Murphy, TX 75094",Not Accredited
"Medical Billing Technologies, Inc.",+15596276267,"Ms. Roberta Stephens, CEO/President",https://www.bbb.org/us/ca/visalia/profile/billing-services/medical-billing-technologies-inc-1126-83001343,"PO Box 709 Visalia, CA 93279-0709",Not Accredited
Benedict Billing Solutions,+18055875108,"Ms. Joan Palmeiri, Executive Director",https://www.bbb.org/us/ca/simi-valley/profile/medical-billing/benedict-billing-solutions-1236-92025010,"PO Box 871 Simi Valley, CA 93062-0871",Not Accredited
Rainier Billing LLC,+13604743836,"Ms. Brandi Goellner, Owner",https://www.bbb.org/us/wa/marysville/profile/medical-billing/rainier-billing-llc-1296-1000119066,"Marysville, WA 98270-6854",Not Accredited
A1 Medical Billing Management,+18125374096,"Ms. Shirley Robinson, Owner",https://www.bbb.org/us/in/lawrenceburg/profile/billing-services/a1-medical-billing-management-0292-3005684,"21207 Interlochen Ln Lawrenceburg, IN 47025-9017",Not Accredited
Medical Billing Solutions Inc,+18005965387,,https://www.bbb.org/us/il/troy/profile/billing-services/medical-billing-solutions-inc-0734-310359142,"503 Buckeye Dr Ste 100 Troy, IL 62294-2347",Not Accredited
Absolute Medical Billing Specialists,+16233622129,"Ms. Maria Parial, Owner",https://www.bbb.org/us/az/peoria/profile/billing-services/absolute-medical-billing-specialists-1126-97011941,"10529 W. Donald Drive Peoria, AZ 85383-1757",Not Accredited
Rapid Return Medical Billing,+12188292455,"Jake Tiggelaar, Owner",https://www.bbb.org/us/mn/brainerd/profile/billing-services/rapid-return-medical-billing-0704-96157177,"2011 S 6th St Brainerd, MN 56401-4528",Not Accredited
Penny Lane Medical Billing,+17145196130,"Ms. Daphne Carrico, Owner",https://www.bbb.org/us/ca/orange/profile/medical-billing/penny-lane-medical-billing-1126-1000054505,"Orange, CA 92869",Not Accredited
AllClaims Medical Billing Solutions,+16193472527,"Ms. Maria L Laygo, Owner",https://www.bbb.org/us/ca/chula-vista/profile/billing-services/allclaims-medical-billing-solutions-1126-172001599,"Chula Vista, CA 91910",Not Accredited
Sublime Billing Services,+19493001657,"Mr. Michael Priesing, Owner",https://www.bbb.org/us/ca/santa-ana/profile/medical-billing/sublime-billing-services-1126-1000067807,"2414 S Fairview St Ste 215 Santa Ana, CA 92704-5318",Not Accredited
Kingston Medical Billing LLC,+13178547109,"Ms. Tommara Montgomery, Owner",https://www.bbb.org/us/in/indianapolis/profile/medical-billing/kingston-medical-billing-llc-0382-90046149,"Indianapolis, IN 46256-3461",Not Accredited
Liberty Billing LLC,+14252181944,"Mrs. Lisa Schmidt, Managing Member",https://www.bbb.org/us/ca/palm-desert/profile/medical-billing/liberty-billing-llc-1296-1000012359,"74401 Hovley Lane East Apt 418 Palm Desert, CA 92260",Not Accredited
Unified Billing LLC,+14259391293,"Ms. Monica Severtsen, President",https://www.bbb.org/us/wa/bothell/profile/medical-billing/unified-billing-llc-1296-1000035606,"12100 NE 195th St Ste 325 Bothell, WA 98011-5768",Not Accredited
Billing Ally LLC,+13609535300,"Robert Laub, President",https://www.bbb.org/us/wa/vancouver/profile/medical-billing/billing-ally-llc-1296-1000063665,"800 NE Tenney Rd Ste 110-222 Vancouver, WA 98685",Not Accredited
Billing Solutions Unlimited,+18886925592,"Ms. Kenya Batts, Owner",https://www.bbb.org/us/nc/rocky-mount/profile/medical-billing/billing-solutions-unlimited-0593-90287371,"261 Whetstone Ct. Rocky Mount, NC 27804",Not Accredited
Triangle Billing Systems,+19195621882,"Mr. Dennis Chasten, Owner",https://www.bbb.org/us/nc/wake-forest/profile/medical-billing/triangle-billing-systems-0593-90078667,"422 Wild Duck Ct Wake Forest, NC 27587-5505",Not Accredited
Guardian Billing LLC,+16127303502,"Melinda M Flaig, Owner",https://www.bbb.org/us/mn/shakopee/profile/medical-billing/guardian-billing-llc-0704-1000047625,"1715 Fox Run Shakopee, MN 55379",Not Accredited
Coastal Billing LLC,+18337239219,Ms. Maria Allen,https://www.bbb.org/us/nc/wilmington/profile/medical-billing/coastal-billing-llc-0593-90051103,"PO Box 7641 Wilmington, NC 28406-7641",Not Accredited
Physician Billing Service,+12543082225,"Ms. Shirley Cox, Owner",https://www.bbb.org/us/tx/round-rock/profile/medical-billing/physician-billing-service-0825-1000134893,"595 Round Rock West Dr Ste 403 Round Rock, TX 78681-5031",Not Accredited
Mercer Billing Services,+19713338250,"Ms. Jae Mercer, Member",https://www.bbb.org/us/wa/richland/profile/medical-billing/mercer-billing-services-1296-1000123012,"Richland, WA 99352-8421",Not Accredited
CK Billing Solutions,+12157986400,"Mr. Charles Foy, President",https://www.bbb.org/us/pa/philadelphia/profile/medical-billing/ck-billing-solutions-0241-236057235,"1650 Market St Ste 3600 Philadelphia, PA 19103-7334",Not Accredited
